,week,claims,trend.unemploy,trend.filling,trend.job,sp500,vix
0,2010-01-03,13.386595127803215,0.2198822097372032,-0.3184521882954796,0.11750046336991787,-0.41763297998542015,0.12265369872630938
1,2010-01-10,13.624218082536382,0.2198822097372032,-0.19483823307105227,0.16879375757884413,-0.42548037819414564,0.1104448900321704
2,2010-01-17,13.398741298000703,0.23614273009131706,-0.2924767017854022,0.11750046336991787,-0.4652290500153633,0.5323386094451634
3,2010-01-24,13.137549482588554,0.20335290746222404,-0.19483823307105227,0.1069183538968615,-0.48175119084880524,0.42864479471585737
4,2010-01-31,13.196760022173816,0.13436003640461802,-0.24246628101273898,0.07448307769735596,-0.4889286412006557,0.4874040566705875
5,2010-02-07,13.146983792266555,0.021031350840007536,-0.17184871473479438,0.006274827681791701,-0.48022515514134145,0.3487713118240019
6,2010-02-14,13.085861205666507,0.11634153055065716,-0.2183687293417489,0.029531690167316674,-0.44940810457959746,0.22181744784662438
7,2010-02-21,13.034973747067738,0.11634153055065716,-0.2183687293417489,0.08541214838156469,-0.45363645121004037,0.19550013952925083
8,2010-02-28,13.070358250776945,0.25214307175432615,-0.26715889369963636,0.08541214838156469,-0.4231329143197131,0.08270464538390687
9,2010-03-07,13.044788788086002,0.11634153055065716,-0.26715889369963636,0.07448307769735596,-0.413266894133157,0.09184756621658074
10,2010-03-14,12.99239363456836,0.0408339785200726,-0.2183687293417489,0.01797086760747961,-0.4046863169254751,0.05653275320568474
11,2010-03-21,12.9313650863886,0.0408339785200726,-0.2183687293417489,0.08541214838156469,-0.39893519788511433,0.10259731612611
12,2010-03-28,12.930500446123151,0.20335290746222404,-0.004794629333621219,0.06343324135537455,-0.3891171812244556,0.08557079810551516
13,2010-04-04,12.950696853597707,0.060252063755497624,-0.2183687293417489,0.08541214838156469,-0.375401286595177,0.006386336801352588
14,2010-04-11,13.15024310087885,0.2678914290291406,-0.19483823307105227,0.09622306463452937,-0.37727850482924463,0.1352600591518942
15,2010-04-18,12.987262754181252,0.07930025910007774,-0.2924767017854022,0.07448307769735596,-0.35640124680422147,0.03569246338685206
16,2010-04-25,12.96966897003076,0.0008286431229340627,-0.24246628101273898,0.06343324135537455,-0.38185226291686636,0.3183982758524051
17,2010-05-02,12.897593504345535,-0.019790643422640336,-0.26715889369963636,0.07448307769735596,-0.44786763359884496,0.9374374842586284
18,2010-05-09,12.934410796108557,-0.019790643422640336,-0.24246628101273898,0.12797176249294578,-0.42578849409800856,0.666784998931035
19,2010-05-16,12.935001941729759,-0.019790643422640336,-0.3184521882954796,0.13833454967427664,-0.46896400500210067,0.9164620082720734
20,2010-05-23,12.925808201561576,0.0008286431229340627,-0.3184521882954796,0.06343324135537455,-0.46738383562295915,0.6930066876646133
21,2010-05-30,12.94532305033409,0.021031350840007536,-0.24246628101273898,0.07448307769735596,-0.4901580106706156,0.7940548314009286
22,2010-06-06,12.896375785638384,0.07930025910007774,-0.2183687293417489,0.09622306463452937,-0.46537564425663636,0.5851137785836342
23,2010-06-13,13.013229083326928,0.23614273009131706,-0.26715889369963636,0.1069183538968615,-0.4419171271627311,0.401053997816474
24,2010-06-20,12.964726628292238,0.3575035871668123,-0.2183687293417489,0.040960386146092514,-0.4790635907196563,0.5760418391849584
25,2010-06-27,13.005182160618634,0.4130734386995796,-0.24246628101273898,0.006274827681791701,-0.5306912700149278,0.6302750768912428
26,2010-07-04,13.061266394042743,0.23614273009131706,-0.26715889369963636,-0.017535821348667064,-0.477949802255079,0.44316117865698157
27,2010-07-11,13.153844602451123,0.45281376743951396,-0.26715889369963636,0.052259940598360616,-0.4901580106706156,0.49275166299718265
28,2010-07-18,13.1264848723635,0.7141785313999528,-0.26715889369963636,0.01797086760747961,-0.4552946587622353,0.38080868382248223
29,2010-07-25,12.93284558973978,0.23614273009131706,-0.19483823307105227,-0.005559630131576962,-0.4562564854767919,0.3820860951096634
30,2010-08-01,12.904555565679638,0.021031350840007536,-0.3184521882954796,-0.017535821348667064,-0.43822821874897677,0.3042395556526132
31,2010-08-08,12.960952069561268,0.0008286431229340627,-0.2183687293417489,0.01797086760747961,-0.47675377666915697,0.492370638035438
32,2010-08-15,12.912836694299212,-0.08432916470332669,-0.2183687293417489,0.029531690167316674,-0.48378334545204904,0.46337189234757403
33,2010-08-22,12.860881723321674,-0.10680202099774108,-0.2924767017854022,-0.029657181020828476,-0.4904304155467054,0.42171588988043096
34,2010-08-29,12.856142686473909,-0.10680202099774108,-0.3725194097971917,-0.029657181020828476,-0.4536183253612398,0.2842621200700757
35,2010-09-05,12.852817184519003,-0.1533220363538382,-0.2924767017854022,-0.07966760228529879,-0.44906556024071076,0.31567347852621985
36,2010-09-12,12.741954718129127,-0.1297915384871972,-0.3184521882954796,-0.017535821348667064,-0.434712819701085,0.3165825694979203
37,2010-09-19,12.854068159552728,-0.1533220363538382,-0.19483823307105227,-0.04192727377870797,-0.41441534246875555,0.3028586578497503
